GeneID
entrez.6616
entrez.5149
entrez.5521
entrez.4751
entrez.7448
entrez.4638
entrez.259266
entrez.56992
entrez.83540
entrez.55320
entrez.55165
entrez.10024
entrez.10403
entrez.1062
entrez.2670
entrez.3832
entrez.5317
entrez.5579
entrez.4645
entrez.3875
entrez.5578
entrez.5630
entrez.6785
entrez.6809
entrez.8900
entrez.594855
entrez.2569
entrez.9770
entrez.9133
entrez.983
