GeneID
22999
5145
9742
5147
130557
9187
81606
203102
7439
53826
5935
6362
285440
6121
7334
5158
5950
24148
3098
5949
55211
138050
28982
5148
128338
54806
64283
6010
24
118142757
22858
5961
4751
1121
3420
5959
79797
23020
84100
26090
5956
3419
10083
3792
9094
282809
1491
57096
84219
283459
1488
3300
253827
6017
826
9785
9547
1261
23129
156
1259
1258
123016
54953
4647
83394
51209
284131
54957
7494
11270
8100
8226
57670
26525
3208
57677
23370
25794
6710
55812
196483
6295
49855
375298
79594
1951
145226
132160
5995
84140
9575
7275
9696
92312
7274
64782
7399
9338
8481
3229
84932
54622
84255
6857
7287
9227
221960
3000
60509
196
23568
114902
84839
54870
3916
121793
55722
755
11101
92211
22926
6521
102724428
768206
762
55975
885
403
10827
55857
388939
55734
407
10265
26160
9364
399823
9128
9129
158866
157657
64218
6094
56952
83538
84868
126789
775
10473
10594
778
55624
8705
4901
9378
8842
64225
25972
57010
661
11333
10002
55515
79947
6657
4117
10004
136051
1406
2979
9147
7401
149647
57709
10210
2629
25837
23418
8743
112752
64802
23093
29990
1301
26121
6678
10461
3841
23746
92840
8754
154467
135946
3614
84787
346007
345275
5494
6100
6102
6101
6103
79188
582
583
1203
1201
