GeneID
51639
22999
9188
9987
5145
9742
130557
4609
84444
51645
10772
7439
284695
285440
11193
6121
5950
5158
3098
24148
1107
55212
55696
5949
138050
24144
28982
6117
5148
128338
8899
6118
7328
4613
54806
10421
1108
6010
24
64852
4751
5961
3420
1121
79797
23020
84100
10992
26090
10078
5956
3419
51428
9410
9774
8683
11052
9657
9775
9094
9092
282809
3550
22985
57096
6017
10521
10523
9785
10291
9782
440730
1261
1259
7919
1258
123016
102724594
23363
9416
58517
83394
8100
23376
57670
166379
23137
51690
51691
23370
25794
51574
10189
11157
55812
121504
6295
4670
49855
22938
375298
2130
151903
51340
10713
51343
145226
5995
84140
9696
7275
7274
65992
22827
7399
10284
5411
26986
23476
1051
7150
8241
5093
8481
55832
23350
6733
10286
10285
988
6732
84255
55837
9465
9584
4691
9343
22913
7287
9227
22916
6632
10250
6631
10492
221960
3000
60509
196
23568
114902
84839
27241
51362
56257
755
4686
4204
6625
6627
6626
6629
6628
6749
220988
92211
4221
22926
10262
8148
27258
768206
762
55975
54764
10946
27257
10949
23450
23451
403
6634
55857
6633
56949
6636
11113
388939
6635
10265
6638
6637
26160
9364
399823
9128
9129
6651
157657
10907
64218
6094
7182
84619
92482
4904
56952
124245
10594
778
55624
4901
10236
6780
84292
6421
8842
3276
79140
9493
10921
11338
29896
57819
11333
4116
10002
6657
4117
79947
9928
10004
1406
2979
129880
6430
25949
6432
6431
6434
9820
7401
79171
1660
8175
23524
1655
26471
4809
149647
10450
8726
6427
57709
10210
6426
79738
9939
6428
1659
23658
23418
112752
5356
3178
26005
64802
27339
23093
1665
1301
26121
54443
84991
10461
3609
5108
3608
10465
3725
25804
3181
23746
92840
8754
5245
3185
3183
8195
55421
3614
79753
55660
2521
7536
9716
51503
80184
346007
3192
11091
3190
6100
6102
100534599
6101
6103
27316
9055
23512
582
9295
583
54585
585
100526737
1201
7307
9967
4832
