GeneID
1201
375298
2652
84140
8754
145226
55812
92840
10594
128338
64802
84255
755
399823
6295
388939
57709
5995
10461
3614
10210
403
8100
57670
762
5148
22999
23568
221960
9227
123016
60509
5949
778
7287
26160
9742
130557
5145
3000
28982
24148
112752
6103
22926
7439
93589
7274
346007
7275
9696
7399
83394
6102
6101
50939
285440
6100
8481
49855
54806
4117
6657
79947
23746
1121
55857
6017
5961
4751
3420
55975
9128
9129
1406
2979
2978
6094
9364
10265
138050
157657
6010
5956
5158
5950
79797
3419
4901
84100
3098
6121
1301
768206
84839
7401
583
149647
114902
582
10004
11333
10002
390595
23093
9785
26121
1261
23370
25794
1259
1258
92211
8842
196
23418
55624
56952
282809
26090
64218
57096
24
23020
9094
