GeneID,GSM4459880,GSM4459881,GSM4459882,GSM4459885,GSM4459886,GSM4459887
100287102,0.2418,0.2627,0.2188,0.1277,0.1256,0.1077
653635,24.3,23.62,27.46,22.89,28.36,23.6
102466751,9.984,16.46,17.2,13.44,13.73,10.99
107985730,2.524,2.293,2.252,1.656,1.967,2.083
100302278,1.592,1.159,0.9243,1.019,0.7516,1.289
645520,40.91,31.78,27.05,17.36,28.69,17.52
79501,0,0,0,0,0,0
100996442,0.5672,0.5414,0.556,0.4886,0.4027,0.3707
729737,8.704,7.161,8.21,6.441,7.375,5.752
102725121,0.4349,0.398,0.5027,0.08752,0.09037,0.05535
102723897,29.62,28.12,30.29,26.48,30.82,26.8
102465909,5.286,5.711,7.191,5.171,7.627,5.755
107985721,1.24,1.013,1.21,1.118,1.104,1.091
112268260,0.03937,0.06583,0.06449,0.09956,0.1038,0.1052
729759,0,0.02433,0,0,0,0.03789
100132287,6.347,6.931,6.996,4.463,4.576,3.834
105378947,0.02557,0.0195,0.07259,0.07004,0.07969,0.0987
101928626,0,0,0,0,0,0
113219467,885.7,981,1159,1256,888,775.9
81399,0.03455,0.01976,0.02942,0.02028,0.02871,0.02462
100133331,5.061,5.196,5.557,3.95,4.049,3.359
107984841,4.183,3.33,4.041,2.886,2.912,2.709
107984847,17.37,15.07,14.9,15.08,14.33,11.52
107984849,4.707,4.161,4.1,3.349,3.112,2.287
100288069,2.738,2.149,2.528,2.103,1.831,1.778
105378580,0.2332,0.1867,0.2814,0.1597,0.21,0.2077
400728,0.3184,0.2938,0.4484,0.3135,0.2668,0.2654
79854,1.167,1.162,1.259,1.424,1.748,1.108
643837,4.905,6.742,4.642,4.512,4.116,4.697
107984850,0.08137,0.121,0.1386,0.04776,0.1099,0.1232
284593,0.07023,0.06695,0.07477,0.02748,0.01216,0.08341
284600,1.781,2.161,3.24,3.609,3.033,3.251
100130417,3.832,5.309,6,6.615,4.959,5.61
107985728,2.574,3.308,3.913,3.054,3.044,2.893
148398,41.47,49.97,43.77,42.03,49.45,39.69
26155,43.12,51.73,46.78,40.26,40.51,38.85
339451,6.685,7.04,7.564,6.209,7.521,7.252
84069,0.01496,0.02281,0.0637,0.02341,0.05698,0.04886
84808,0.01105,0.01264,0.05881,0.01945,0.03443,0.05905
57801,34.88,35.36,31.99,26.73,35.49,34.76
9636,2.382,3.55,4.706,4.195,4.071,3.798
375790,12.72,14.64,18.44,27.18,18.45,23.12
100288175,0.3895,0.3518,0.3929,0.4573,0.4473,0.3287
112267874,0.07388,0.1099,0.06292,0.1127,0.1305,0.05923
105378948,0.3009,0.2347,0.2767,0.4014,0.3268,0.3472
401934,0.1156,0.06011,0.06714,0.03701,0,0.04681
54991,5.165,5.232,5.831,5.195,5.843,5.054
254099,0,0.0141,0.01312,0,0,0
406984,0,0,0,0,0,0
406983,0,0,0,0,0,0
554210,0,0,0,0,0,0
100506376,0,0,0.01018,0.005613,0,0.00426
254173,0.004648,0.005317,0.01485,0.01637,0.004829,0.004141
8784,0.05689,0.1209,0.07787,0.1431,0.0591,0.07964
7293,0.02176,0.04356,0.05791,0.01277,0.0226,0.01938
51150,27.94,34.53,30.2,30.15,29.55,27.87
126792,14.06,17.31,15.74,15.11,15.51,15.89
388581,0.8085,0.89,1.397,1.361,0.9826,0.9512
118424,12.41,15.76,12.92,12.81,13.91,13.29
101928895,3.274,3.554,3.613,2.609,2.694,2.81
6339,4.538,5.46,5.27,4.744,4.517,4.45
116983,22.45,28.63,24.7,23.25,24.5,24.19
102465434,0.9821,2.247,0.697,2.306,1.02,1.166
109623456,13.79,14.41,12.4,13.4,12.6,14.82
126789,11.6,12.65,11.62,10.59,11.05,10.07
54973,32.28,36.83,36.45,33.27,33.86,32.15
102465435,6.451,7.732,7.523,6.131,7.979,6.568
80772,7.985,8.458,9.27,7.624,8.766,7.803
83756,1.019,1.381,1.037,0.9619,1.012,0.937
1855,27.82,31.09,34.59,26.65,30.61,26.56
102466740,1.692,1.162,1.441,1.589,1.406,1.507
54587,3.934,7.369,4.808,6.216,3.963,5.481
54998,43.57,52.06,44.74,45.68,48.06,39.11
81669,22.67,26.09,26.27,23.83,25.9,24.26
148413,18.13,21.48,16.72,17.25,16.28,17.1
55052,38.71,43.94,40.57,37.98,36.47,35.61
107984868,0.2124,0.2489,1.131,0.6082,0.4414,0.3462
441869,0.568,0.7592,0.7193,0.7369,0.8323,1.049
105378585,0.08766,0.2808,0.3173,0.3293,0.3096,0.2655
643965,0.2029,0.1857,0.5185,0.3335,0.4217,0.7954
102724312,0.5017,0.4592,0.4629,0.6479,0.5907,0.6108
107985729,0.3003,0.3279,0.247,0.5768,0.5388,0.4134
64856,5.672,6.072,9.366,9.858,8.331,6.185
219293,0.4806,0.6503,0.6272,0.4611,0.4939,0.4097
83858,3.925,4.545,4.884,4.469,4.207,3.78
55210,9.773,12.22,11.33,9.824,9.542,9.538
339453,5.35,5.756,6.82,5.177,5.393,5.693
29101,51.17,58.39,55.02,50.28,50.38,44.86
643988,4.682,5.41,5.965,6.688,6.993,6.214
105378586,2.793,2.676,3.68,3.852,3.772,2.55
142678,11.27,13.12,11.49,12.02,13.09,11.96
8510,0.8958,1.256,0.7692,1.094,1.118,0.9203
984,16.56,20.46,18.1,15.95,15.58,14.44
728661,19.87,24.38,21.84,19.26,19.92,21.74
8511,1.124,1.336,0.9621,1.449,1.214,1.158
728642,15.5,19.27,17.49,15.12,14.8,13.83
9906,21.02,25.12,22.21,20.43,20.05,23.62
112268218,2.781,2.968,3.181,2.688,2.512,2.53
65220,9.424,10.88,10.16,9.921,9.175,9.345
2782,422.1,352,346.4,247,365.9,249.6
105378949,0.5298,0.7459,0.8243,0.5581,0.2681,0.5203
163688,0.02668,0.03053,0.02841,0.04177,0.009241,0.02377
339456,0.5766,0.4642,0.3411,0.7772,0.71,0.3044
85452,0.04857,0.09569,0.08906,0.1045,0.08691,0.05288
107984872,0.007134,0.02448,0.007595,0.0335,0.03706,0.01271
105378589,0.01262,0.01924,0.01791,0.0395,0.008739,0.01873
2563,0.07791,0.05348,0.1576,0.375,0.1538,0.2152
105378590,0,0,0,0,0.009324,0
105378591,0.03698,0.0423,0,0.04341,0.07684,0
5590,5.142,5.792,7.683,5.383,5.551,4.951
100506504,5.434,5.378,5.531,4.322,3.262,4.032
199990,4.19,5.265,4.949,5.069,5.11,4.978
112268219,1.891,3.267,1.966,2.431,2.245,2.264
105378593,0.03874,0.04431,0.04124,0.04547,0.08049,0.05176
6497,6.488,7.414,8.442,7.002,7.204,7.594
79906,2.907,3.484,3.054,3.307,3.536,3.207
100129534,3.455,3.485,3.367,4.098,4.236,3.806
11079,29.81,32.11,29.78,29.74,29.88,29.77
5192,18.68,20.91,17.73,17.23,18.35,17.94
9651,42.61,41.51,33.7,29.22,40.23,28.91
55229,13.66,15.36,13.64,11.96,13.34,12.2
388585,35.3,34.42,23.76,23.8,22.16,38.76
115110,0.07349,0.1484,0.09665,0.0812,0.07635,0.1271
8764,0.2012,0.2541,0.1294,0.246,0.3005,0.3211
100996583,0.1716,0.06545,0.3046,0.1343,0.1486,0.1274
127281,8.13,10.1,10.87,11.6,10.68,12.39
79258,0.8293,0.8799,1.228,1.086,1.149,1.301
105378597,0.01902,0.02176,0.02025,0.2233,0.1581,0.1694
100287898,0.02538,0.0484,0.04504,0.2914,0.3106,0.294
105378603,0,0,0,0.1831,0,0
105378602,0,0,0,0.1207,0.0801,0.06868
105378601,0,0,0,0.2414,0.1602,0.09157
112268220,0,0,0,0.306,0.2708,0.1072
107985732,0,0,0,0.2567,0.1262,0.06492
105378600,0,0,0.02736,0.3922,0.267,0.1145
105378598,0.004257,0.01461,0.03626,0.2748,0.314,0.1593
107984904,0,0,0.02586,0.4278,0.2524,0.08656
105378599,0,0,0.02736,0.3017,0.1602,0.04579
140625,0,0,0.01479,0,0,0
440556,0.3788,0.4096,1.547,4.106,1.057,2.205
63976,0.3673,0.2574,2.058,1.38,0.6559,1.01
100422968,0,0,0,0,0,0
105378606,0.003232,0,0.006881,0.003794,0.006715,0
107984909,0,0.00929,0.04323,0.009533,0.01687,0.007234
105378605,0.006066,0,0.01292,0,0,0
105378604,0.008863,0.01521,0.03774,0.04162,0.01688,0.03816
27237,4.063,3.71,3.662,3.194,5.768,3.404
1953,1.288,1.859,1.357,1.626,1.444,1.739
105378608,0.006608,0,0,0.02327,0,0
693135,0,0,0,0.2442,0,0
105378607,0,0.04615,0,0,0,0
127262,30.16,36.27,25.99,26.3,27.35,24.06
49856,16.14,18.22,15.78,17.61,17.56,16.48
7161,0.2545,0.2501,0.2137,0.2483,0.5139,0.2459
105378610,0.01846,0.01056,0.009824,0.02167,0.009587,0.00822
105378609,0,0,0,0,0,0.02509
57212,9.166,9.873,9.907,8.709,8.893,8.543
148870,0.4237,0.4226,0.3643,0.4719,0.412,0.4742
388588,3.241,4.943,2.708,3.273,3.295,4.036
57470,25.18,27.86,26.32,22.68,25.3,24.39
9731,9.242,10.28,8.714,6.633,6.552,5.959
1677,1.869,2.082,2.037,1.929,1.938,1.884
107984910,0.4572,0.5231,0.5617,0.3303,0.2101,0.1958
339448,4.436,4.861,5.161,4.347,3.993,3.79
100133612,0.08184,0.09362,0.08713,0.1441,0.1913,0.1731
728716,0,0,0.03743,0.08254,0.03652,0
105376672,0,0.02438,0.02269,0,0,0
105376673,0,0,0,0,0.006847,0.005871
284661,0,0,0,0,0,0
105376674,0,0,0,0,0,0
105376679,0,0,0,0,0,0
107985376,0,0,0,0,0,0
55966,0.2797,0.4879,1.422,0.3338,0.4955,0.497
105376680,0,0,0,0,0,0
102724429,0,0,0,0,0,0
105376681,0,0,0,0,0,0
105376682,0,0,0,0,0,0
107984911,0.02017,0.0923,0.007158,0.01579,0.02096,0.08984
105376686,0.0144,0,0.007664,0.008451,0.04487,0.03206
100616421,0,0,1.215,0.3349,0,0
261734,5.284,6.154,5.048,4.977,5.504,4.983
8514,8.531,9.09,8.417,7.028,7.826,6.75
26038,3.592,4.058,9.482,5.371,4.806,4.365
105376687,0.06201,0.1419,0.132,0.2184,0.1933,0.05524
6146,153.2,173.1,147,160.1,148.6,163.1
107985733,12.52,12.71,9.674,9.099,11.66,8.673
102724450,7.237,7.01,6.299,8.248,12.29,7.812
388591,2.603,3.288,2.968,3.656,3.003,2.732
23463,14.59,14.97,11.69,12.97,12.67,12.56
148645,0.08513,0.153,0.1165,0.09993,0.1516,0.04333
390992,0,0.06435,0.05989,0,0.02922,0
387509,8.752,8.676,11.95,10.6,7.973,8.253
11332,16.37,17.6,25.37,21.16,18.09,18.54
54626,6.855,6.432,6.699,5.236,6.834,5.267
83715,35.91,42.3,28.58,26.54,42.2,34.03
100422975,0,0,0.3375,1.116,2.634,0
8718,20.73,23.83,18.05,21.37,33.08,27.55
57449,5.384,5.864,7.702,6.87,6.34,6.694
79707,4.811,5.2,4.156,3.674,4.05,4.579
80835,0.04692,0.0322,0.04995,0.07711,0.05362,0.05851
107984912,0.04477,0,0.04767,0.05256,0.04651,0.07977
3104,8.865,10.17,9.303,9.104,8.816,8.163
9903,7.294,6.933,8.613,9.45,8.443,7.52
107984913,0.537,0.7765,0.658,0.6898,0.5789,0.7942
148479,9.002,10.08,10.08,9.452,8.894,8.913
90326,9.376,11.27,11.24,9.352,9.641,9.603
55735,19.06,23.22,20.21,18.18,17.3,17.59
100505887,0,0,0,0,0,0
110841581,0.5065,0.6621,0.8088,0.7219,1.127,0.9345
23261,4.241,4.272,4.934,4.06,3.946,3.847
105376692,0,0.009821,0.00914,0.01008,0.008919,0
102725193,0,0,0,0,0.02788,0
101928836,0,0.0463,0.04309,0.06336,0.02803,0
105376691,0.06504,0,0,0,0,0
105376689,4.684,4.952,3.786,4.811,5.54,4.461
9341,6.489,6.651,7.345,8.135,6.616,7.748
8863,15.74,16.35,12.96,10.92,14.73,12.78
10911,0.01173,0,0.02498,0.02755,0.02438,0.01045
3604,0.002907,0.003325,0.006189,0.215,0.01208,0.01554
11315,124.4,134.2,114.9,112.8,111.2,112.1
54206,8.247,9.477,6.254,7.744,7.659,8.764
107984915,0,0,0,0,0,0
102724539,0,0,0,0,0,0
105376695,0,0,0,0,0,0
50651,4.814,5.982,5.142,4.732,5.27,4.679
473,33.41,38.92,36.72,38.06,34.22,34.51
102724552,0.1439,0.2304,0.1532,0.2027,0.1495,0.1282
106632271,0.1752,0,0,0,0.182,0
2023,1098,1052,1000,981.4,1232,1124
102465436,28.72,1.797,30.34,27.66,0.6993,1.199
100505975,1.921,2.453,1.902,1.416,1.903,1.791
112268261,0.01942,0.003702,0.01034,0.003799,0.01009,0.002883
765,0,0,0,0.02905,0,0.01102
155184,0.00961,0.01099,0.02046,0.02256,0.01997,0.00856
6518,0,0.007755,0.06496,0.01194,0.03874,0.0151
80045,0.2296,0.3239,0.3137,0.3279,0.3935,0.3272
106614088,0.3122,0.2473,0.3017,1.179,1.557,1.502
407040,0.1815,0,0.1933,0.8524,0.943,0.9703
102724571,0.4474,0.06979,0.5196,2.077,1.88,1.993
9563,5.002,5.537,4.949,6.011,5.347,5.743
80176,1.62,2.133,2.183,2.664,2.024,1.959
100506022,0.6225,0.8245,0.7325,0.7308,0.6127,0.9558
84275,7.241,8.101,6.372,4.692,5.529,5.558
199953,12.45,15.97,10.52,11.56,10.86,13.85
107985734,1.993,2.653,1.833,1.872,1.45,1.372
105376712,0,0.05168,0.0481,0,0,0
5293,2.918,3.786,3.009,3.67,3.222,3.465
644997,0.02191,0,0.01166,0,0,0
101929074,0.7504,1.311,0.5992,2.471,1.213,1.523
22883,183.3,227.7,162.6,195.4,184.9,197.3
56998,45.76,39.64,29.03,34.56,36.45,39.52
105376717,11.98,10.5,7.32,10.05,9.838,10.42
84328,13.39,13.02,11.3,11.34,11.95,12.37
64802,3.207,3.381,2.54,2.953,2.518,3.04
113391335,0.3598,0.1029,0.3831,0.3168,0.3738,0.1603
100847055,0,0.2929,0,0,0.266,0
116362,3.566,4.242,1.645,2.986,2.791,2.626
10277,14.6,16.59,13.14,13.27,13.35,14.17
23095,40.99,42.94,42.87,34.78,36.94,35.2
105376725,0.6477,0.8513,0.895,0.8251,0.6872,0.7611
5226,76.93,88.49,80.54,83.63,69.08,77.14
100526739,3.299,3.925,2.907,3.242,3.08,3.328
378708,4.219,4.915,3.414,3.99,3.824,4.216
1325,0.6336,0.8997,1.326,0.7438,0.8852,0.8952
1676,12.48,13.05,11.39,11.87,11.75,12.3
5195,6.322,6.788,6.402,5.282,6.185,5.537
54897,28.3,26.98,23.68,16.25,26.43,19.59
105376733,0.03066,0.008769,0.01632,0.036,0.07167,0.01366
105376735,0,0,0,0.03311,0,0.02512
148345,0.006841,0.05478,0.05098,0.04015,0.007107,0.01828
23435,38.83,39.49,33.61,32.85,34.11,36.25
10747,1.761,1.641,1.567,1.623,1.521,1.741
6723,27.25,28.22,32.13,29.24,28.48,26
5394,24.29,26.58,21.58,20.3,20.64,19.87
105376736,4.408,6.021,3.958,4.016,4.34,4.103
2475,27.09,29.59,23.05,21.45,21.96,20.02
100873935,4.78,5.598,4.246,4.051,4.29,3.653
10218,0.09577,0.07304,0.119,0.2904,0.1078,0.8816
29914,6.849,7.386,6.297,5.438,5.897,6.094
105376737,0.2249,0.3158,0.4137,0.06001,0.1806,0.1639
105376739,0.05847,0.2007,0.06225,0,0.03037,0.1042
105376740,0.1906,0.2422,0.1578,0.174,0.132,0.1509
57540,5.644,5.79,7.362,3.765,3.954,4.312
112268221,0.7741,0.8169,1.085,0.4864,0.5494,0.6459
101929181,0.01554,0,0,0,0,0
26232,2.995,2.698,4.757,12.5,10.4,9.896
93611,9.688,10.71,15.61,12.48,14.04,11.18
26270,3.791,4.656,4.775,4.632,4.874,4.179
10459,8.007,10.5,14.12,11.38,9.929,11.51
374946,1.863,2.096,5.932,1.638,1.719,2.32
57085,10.45,10.21,9.127,11.92,10.83,9.786
284498,3.187,3.587,3.004,2.423,2.561,2.385
102724659,0,0.01223,0,0,0,0
4524,11.86,14.2,10.81,9.911,10.35,9.805
1185,14.72,14.37,17.97,15.45,15.8,12.87
100379251,5.25,5.676,5.628,5.402,5.243,4.624
4878,0.4905,0.4809,0.7211,0.2742,0.3154,0.2913
4879,1.015,1.42,1.021,0.5629,0.5567,0.3769
26829,0.1678,0,0,0.394,0,0.1495
90231,17.11,18.69,17.96,18.7,18.08,18.1
5351,41.78,34.66,45.53,69.08,63.15,58.16
9927,45.51,47.75,43.8,39.46,40.75,38.42
60672,13.63,14.48,17.19,13.71,14.53,13.1
102466982,0.6144,0.3514,1.308,0.7213,0.3192,0.5473
943,0.004736,0.005418,0.04034,0.00556,0,0.004219
102465836,0,0,0,0,0,0
7133,0.01546,0.05304,0.07405,0.1406,0.0281,0.08949
100616438,0,0,0,0,0,0
107984917,0,0,0,0,0,0
55187,15.09,14.08,14.1,12.56,14.11,11.54
677885,0.9196,1.353,1.818,1.542,1.501,1.053
105376744,0.02407,0.02754,0.02563,0.03391,0.06002,0.01287
9249,21.04,22.42,66.05,33.05,33.83,26.38
102466722,1.192,0.3409,2.856,1.05,1.548,1.062
343066,0,0.01099,0.01023,0.01128,0,0.008556
126767,0,0,0,0,0,0
93190,0.01121,0,0.005965,0.006577,0.0291,0
390999,0,0.01284,0,0.01318,0.04665,0.17
65121,0,0,0,0.01922,0.008506,0.03647
105376745,0,0,0,0,0,0
440560,0,0,0,0,0.008977,0.01539
343069,0.06827,0.05857,0.05451,0.1202,0.07092,0.1216
65122,0,0.0118,0.01098,0,0.02143,0.08269
400735,0,0,0,0,0.01127,0
343071,0,0,0,0,0,0.01166
441871,0,0,0,0.03009,0.05326,0.1256
440561,0,0,0,0,0,0.02068
101929983,0,0,0,0,0.02887,0
649330,0,0.02271,0.02113,0,0,0
441873,0,0,0,0,0.0107,0.009174
649324,0,0,0,0.01059,0.06559,0.03214
440563,0.01727,0.01976,0,0.02028,0.01795,0
645354,0,0,0,0.01059,0.06559,0.03214
645359,0,0,0,0,0.01162,0
101060301,0.02152,0.02462,0.02291,0.02526,0.04471,0.0575
343070,0,0,0,0,0.01444,0.01238
400736,0,0,0,0,0,0.01449
391003,0,0,0,0,0,0.008371
343068,0,0,0,0,0,0.009589
391002,0,0,0,0.04196,0.04951,0.07429
645382,0,0,0,0,0,0.01172
653619,0,0,0,0,0,0.03815
729528,0,0,0,0,0.00844,0.05066
645414,0,0,0,0,0,0
391004,0,0,0,0,0,0
645425,0,0.0143,0,0,0,0
126755,0.1934,0.1686,0.2255,0.173,0.1722,0.09846
102724856,0,0,0,0,0,0
107984918,0.04751,0.07246,0.03372,0.03718,0.01645,0.02821
10630,3.432,2.726,4.033,14.12,10.78,9.817
107984919,0,0,0,0.04417,0.09772,0.04189
105378612,0.01778,0,0.05679,0,0.01847,0.01584
105376756,0,0.05156,0.04799,0,0,0.04015
7799,7.105,7.607,7.283,5.646,6.113,6.082
23254,3.414,3.914,3.857,3.799,4.533,3.969
107985467,0,0,0,0,0,0
107985468,0,0,0,0,0,0
105376762,0,0,0,0,0,0
105376759,0.03327,0.01269,0.0433,0.01736,0.04225,0.003293
107985469,0.008641,0.009885,0.06439,0.02029,0.1167,0.03849
200197,1.205,1.496,1.453,1.377,1.617,1.435
55092,0.4622,0.3742,0.3937,1.444,0.9531,1.197
727684,0,0,0,0,0.01242,0
114827,0.03347,0.08837,0.02741,0.03023,0.07758,0.05276
101927417,0.006417,0.01468,0.01366,0.007533,0.02,0.02858
101927441,0.02257,0.04196,0.05106,0.1126,0.1172,0.09801
79180,10.97,14.19,11.22,10.13,10,10.97
11330,0.0229,0.0131,0.04876,0.02016,0.0119,0.0306
63036,0.0654,0.04988,0.1393,0.07677,0.09059,0.01942
105376767,0.04804,0.1465,0.1023,0.1128,0.03327,0.02853
51032,0.371,0.2996,0.395,0.3843,0.4535,0.4471
842,5.186,5.644,5.496,4.185,4.632,4.501
23341,5.274,5.874,4.646,4.787,4.945,5.053
107397391,0,0,0,0,0,0
79814,0.1807,0.3174,0.1374,0.1818,0.07373,0.1207
84301,6.707,6.399,5.116,4.679,5.062,5.3
6248,5.556,4.967,3.907,3.661,3.929,4.505
23207,24.53,26.45,29.44,23.44,24.48,23.18
284723,0.7725,0.9354,0.8898,0.7584,0.6383,0.6962
110806303,0.3786,0.433,0.1679,0.1852,0.2622,0.281
388595,0,0.01583,0,0,0.02875,0
54751,1.486,1.403,3.125,3.38,2.925,2.54
440567,22.12,32.23,15.65,33.64,27.84,27.97
729614,5.475,7.642,5.681,5.749,6.439,7.038
23013,21.48,23.55,24.64,17.82,19.03,19.66
7709,12.28,13.83,13.78,11.46,12.4,12.8
149563,0,0,0,0.02314,0,0
27129,0.06522,0.06782,0.101,0.167,0.08623,0.0845
1187,0.08016,0.08253,0.04267,0.1976,0.1249,0.08569
1188,0.09515,0.1633,0.1592,0.4548,0.1765,0.2059
348487,3.947,4.994,4.623,4.825,5.259,5.76
1969,21.67,31.96,21.08,28.08,25.7,34.62
101927479,0.4341,0.5402,0.3973,0.4291,0.4273,0.5665
128272,3.044,3.893,2.401,3.056,3.253,4.209
101927546,0.3734,0.4321,0.2468,0.3023,0.3835,0.4091
79363,4.552,4.786,4.869,5.191,5.796,5.451
54455,14.17,14.52,15.3,13.51,15.01,14.28
26099,21.85,25.13,23.31,22.9,22.27,23.63
374955,5.455,6.369,5.636,5.752,5.586,5.758
55707,8.394,8.976,9.475,11.41,9.556,9.627
107984921,1.009,1.042,1.343,0.9536,0.8886,0.8442
114819,3.192,3.783,3.533,3.074,3.273,3.135
26871,12.05,9.054,10.37,7.719,15.69,6.833
107985757,0,0,0,0,0,0
100132147,0.7491,0.7979,0.6601,0.2729,0.5904,0.4142
107985758,1.109,1.269,0.8858,0.6512,1.729,0.9882
7195,0,0,0,0,0,0
55672,21.34,23.67,21.84,14.23,16.76,14.65
105376794,4.011,4.567,4.61,3.192,3.455,3.199
84809,15.31,17.5,17.18,10.33,12.14,11.79
11209,2.379,2.808,2.823,2.561,2.802,2.983
107985736,0.3353,0.2448,0.4329,0.05863,0.06671,0.108
26869,10.84,7.939,8.426,6.718,9.867,5.966
107985759,0,0,0,0,0,0
284729,1.229,1.122,0.7596,1.419,4.026,1.359
100189045,0,0,0,0,0,0
6060,2.313,2.368,2.593,0.7147,1.644,0.9762
11223,0.8128,0.8808,0.7469,0.3415,0.36,0.3696
100500876,0,0,0,0,0,0
100189298,0,0,0,0,0,0
112267871,1.546,1.927,1.514,0.9435,1.204,1.17
7193,1.941,4.759,2.362,0.9767,2.305,1.729
100189183,0,0.6174,0,0,0,0
105376805,0.4121,0.5801,0.3712,0.7814,0.922,1.073
791226,0,0,0,0,0,0
26870,1.461,1.671,1.944,0.5718,1.138,0.5423
9696,19.4,25.51,17.29,14.47,16.71,16.17
4237,32.11,38.58,27.86,41.24,37.54,49.84
105376806,19.42,26.35,19.12,27.1,23.83,32.13
23400,35.47,35.24,36.84,32.68,36.77,32.62
6390,55.87,62.27,53.01,49.22,50.97,47.7
11240,8.977,10.16,6.492,9.017,5.685,7.106
105376808,0,0,0.02583,0,0,0
400743,0,0,0,0,0,0
29943,0.006819,0.0078,0.01815,0.004002,0.01063,0.01215
51702,0.003879,0.004437,0.008259,0,0,0
100616188,0,0,0,0,0,0
23569,0,0.007579,0,0,0,0
353238,0,0.0286,0,0,0,0
55920,25.79,34.5,27.72,29.14,24.39,32.3
55160,11.24,12.52,10.95,11.53,11.36,11.32
107984028,0,0,0,0,0.01459,0
81569,0.1426,0.1748,0.02169,0.0598,0.08468,0.05445
105376809,0,0,0,0,0,0
105376812,0,0,0,0,0,0
101927876,0,0,0,0,0,0
84966,53.68,65.43,40.3,54.1,62.1,60.66
105376814,0.04609,0.01977,0.03067,0.04058,0.0838,0.02053
127707,0,0.01352,0.109,0.2497,0.1023,0.186
5081,0.05244,0.1059,0.0624,0.02897,0.00641,0.02198
80834,0,0,0,0.009299,0,0.007056
8659,9.92,9.466,7.29,8.752,8.985,8.435
100616120,0,0,0,0,0,0
100302276,0,0,0,0,0,0
126917,11.5,11.22,11.64,7.906,9.055,9.356
105376815,0.0062,0.02128,0.0066,0.007278,0,0.005523
23352,18.9,19.03,22.57,19.38,18.87,17.12
101927895,11.63,12.11,9.826,8.588,9.588,8.6
23065,33.81,36.01,29.03,24.78,26.86,25.54
51154,15.03,18.23,16.03,15.34,13.54,13.73
246181,0.4058,0.3385,0.54,0.3176,0.3513,0.5799
22977,0.5313,0.3748,0.7731,0.3846,0.552,0.5285
100506730,4.29,4.266,3.646,3.747,3.699,3.686
8574,20.95,22.27,19.68,20.93,21.72,20.05
54896,5.64,6.35,5.694,5.091,5.598,4.983
832,44.81,51.57,44.94,43.51,43.67,42.07
105376819,0.1879,0.08062,0.1,0.08274,0.07322,0.04185
105376818,0,0,0,0,0,0
105376817,0.01641,0,0.05241,0.03852,0.01705,0
105378614,0.09647,0.1104,0,0,0.1002,0
440574,7.523,8.811,6.969,7.38,6.781,8.526
100532736,5.336,5.742,6.193,10.29,6.231,7.046
644068,1.906,1.963,2.867,2.35,2.104,2.972
4681,2.306,2.275,2.658,5.75,2.977,3.435
3362,0.06831,0.06613,0.235,0.2159,0.1747,0.1123
255104,0.09053,0.06785,0.1163,0.3481,0.1524,0.1891
54546,0,0,0.01694,0,0,0
105376823,0,0,0,0.01904,0,0
23252,3.616,3.765,3.28,3.401,3.56,3.5
30814,0,0.0291,0,0,0,0
5320,0.05833,0.1335,0.1656,2.146,0.3232,0.2078
5322,3.592,3.839,1.737,2.938,4.014,2.234
26279,0.007448,0,0,0,0,0
64600,0,0,0,0,0,0
391013,0,0,0,0.02065,0.009139,0
127733,0.8844,1.295,0.7917,1.02,0.8966,1.298
101928017,0.3524,0.2687,0.2501,0.6435,0.4475,0.4883
105376825,0.07875,0.09008,0.1118,0.06163,0.08863,0.1461
105376826,0,0,0.01227,0,0,0
105376827,0,0,0,0,0,0
105376828,0,0,0.01356,0,0,0
127731,0.1902,0.263,0.4015,0.2719,0.3678,0.249
339505,0.01584,0.01812,0.01686,0.01239,0.01097,0
55450,13.42,17.05,22.58,9.101,12.05,12.45
79594,15.98,17.32,15.44,14.94,14.92,14.18
163933,1.379,1.792,3.604,1.283,1.551,1.424
978,0,0,0.02628,0,0,0
65018,38.09,38.55,34.86,31.85,36.28,28.67
102464833,30.13,36.76,31.7,31.11,36.02,28.46
100861548,16.09,16.75,14.51,13.84,14.81,13.27
1650,89.86,101.1,93.96,98.53,91.85,96.62
57576,1.138,1.676,2.132,1.846,1.837,1.471
400745,0.3616,0.3114,1.181,0.2909,0.3757,0.2389
112268222,4.266,5.034,3.861,4.22,4.087,4.852
50809,17.54,21.56,17.31,17.4,17.04,17.76
8672,25.32,29.49,25.1,25.1,23.66,24.61
105376830,0.01455,0.01665,0.06973,0.02563,0.03024,0.03241
105376829,0.01622,0.05567,0.08635,0.03809,0.05056,0.0578
100302155,0,0,0,0,0,0
1889,14.29,17.51,16.2,17.01,17.48,16.09
100506801,0.1009,0.07987,0.2065,0.1184,0.1451,0.0622
105376832,0,0,0,0,0,0
84224,2.422,2.535,2.37,2.701,2.719,2.68
249,5.245,4.375,7.33,2.257,4.59,1.82
105376834,0.1495,0.2993,0.2918,0.1462,0.2718,0.2108
5909,17.21,18.67,23.7,16,22.62,17.24
84196,6.817,6.814,6.291,6.254,6.388,7.171
401944,0.2574,0.3545,0.3806,0.7331,0.5497,0.5011
3339,0.9952,0.9238,1.539,2.869,2.032,1.774
23436,0,0,0.02347,0,0,0
10136,0,0,0.02347,0,0,0
101928043,0.5722,0.7854,0.335,0.7053,0.8322,0.79
29092,8.905,9.282,7.413,6.249,6.113,6.139
112268223,0.7743,0.7692,0.8894,0.1914,0.1694,0.1997
