GeneID,GSM4459880,GSM4459881,GSM4459882,GSM4459885,GSM4459886,GSM4459887
116496,0.8333,0.5637,1.438,1.183,0.8312,0.799
107985238,0,0,0.01296,0,0,0
101929069,0,0,0,0,0,0
6045,5.228,5.049,4.25,3.595,3.949,4.72
81627,3.993,4.293,3.171,3.269,2.915,3.834
54823,0.8157,0.8067,0.6751,0.6209,0.7053,0.8884
105371651,0,0,0,0,0.02723,0.04669
10625,9.682,10.36,10.71,9.453,8.393,11.32
100288079,0,0.03425,0.06375,0.03515,0,0.05334
107985455,0,0,0,0,0,0
107985239,0,0,0.01414,0,0,0.02365
101929093,0,0,0,0,0,0
105371653,0,0,0,0.03536,0,0.01341
83872,0.2695,0.2636,0.3448,0.4822,0.3974,0.4569
105371654,0,0,0,0.005275,0.004668,0.004003
10216,0.931,1.196,0.7896,0.8058,0.832,0.8926
7175,26.43,30.9,23.65,23.88,23.48,27.01
54953,5.585,6.321,4.463,4.293,4.427,6.012
102724919,5.011,7.207,3.648,3.849,5.091,5.678
5132,204,216,120,110.6,144.5,141.1
5743,2.139,2.852,1.848,1.835,1.812,2.832
103752588,0.4029,0.5473,0.4558,0.6503,0.5494,0.7627
5321,0.4597,0.7259,0.4136,1.406,0.6996,1.177
104169671,0,0,0,0.03009,0,0
105371655,0.02298,0,0,0,0,0
106144535,0,0.05388,0,0,0,0.04195
105371656,0.01431,0,0,0.05041,0.1636,0.03825
105371657,0,0,0,0,0,0
107985456,0,0,0,0,0,0
339479,0.1595,0.1645,1.03,0.07061,0.1087,0.05824
105371659,0.006801,0.03112,0.1376,0.01597,0.007066,0.006059
105371658,0,0,0,0.006709,0,0.005091
101929120,0.1544,0.3853,0.3884,0.1318,0.1312,0.1875
440704,0,0,0,0,0,0
105371660,0,0,0,0,0,0
107985457,0,0,0,0,0,0
105371661,0,0,0,0,0,0
64407,0,0,0.006024,0,0,0
105371662,0,0,0,0.1321,0,0
431704,0,0,0,0,0,0
105371664,0,0,0,0,0,0
5996,0,0,0.01572,0,0,0.01316
107985241,0,0,0,0,0,0
6003,0,0,0,0,0,0
100616345,45.96,69.25,44.21,57.67,51.7,62.68
105371665,0,0,0.07207,0,0,0.0201
5997,6.399,6.948,10.25,7.565,6.495,8.142
105371668,0.02662,0,0,0,0,0
105371667,0,0,0,0,0,0
102724954,0.0459,0,0.1466,0,0,0.04089
51377,3.69,3.641,2.852,2.981,2.996,3.542
107397392,0,0,0,0,0,0.1318
6738,4.52,4.437,3.994,4.541,4.521,4.278
51022,1.317,1.541,1.182,1.477,1.076,1.411
101929160,1.27,1.329,1.219,1.255,1.128,1.102
79577,5.629,5.459,4.668,5.192,5.008,5.147
100302163,0,0,0,0.2894,0,0
8707,2.071,2.131,1.875,1.533,1.462,2.046
101929184,0,0,0,0.06018,0.02663,0.04567
107985242,0,0,0,0,0,0
105371670,0,0,0,0,0,0
107985458,0,0,0,0,0,0
105371671,0.03086,0,0,0,0,0
105371672,0,0,0.003625,0,0,0
105371673,0,0,0,0,0,0
105371674,0,0,0,0,0,0
343450,0.656,0.7662,0.5869,0.665,0.5484,0.7477
100616363,0,0,0,0,0,0
3075,0.04884,0.2032,0.06618,3.852,0.6136,2.832
10878,0.006792,0,0,0.02392,0,0.0121
3078,0,0.0352,0.01638,0.3251,0.0959,0.3152
10877,0,0,0,0,0,0.006523
105371675,0,0,0,0,0,0
3080,0,0,0,0,0,0
81494,0,0,0.01439,0,0,0
2165,0,0,0,0,0,0
259266,0.0807,0.1238,0.1464,0.2153,0.05716,0.2222
360023,1.853,2.124,1.671,1.779,1.612,2.165
23418,32.9,36.72,23.07,33.28,37,44.25
163486,0.5093,0.6116,0.4073,0.5269,0.4476,0.5003
388722,1.797,2.97,1.417,2.383,2.005,2.253
56956,0.9812,1.777,0.9043,1.097,0.8917,2.439
140609,1.957,1.893,1.598,2.237,2.02,2.408
105371677,0,0.06233,0,0,0,0
127124,0,0.08854,0,0.03029,0,0.02298
5788,0.005385,0.00308,0.01147,0.01264,0.01119,0.004797
100131234,0.8596,1.059,1.267,0.7374,1.271,0.7363
406955,0.3631,0.623,0.1933,0.4262,0.7544,0.4851
406995,0.3631,0.2077,0,0.2131,0.3772,0.1617
105371679,0,0,0,0,0,0
102800316,0,0,0,0,0,0
104266961,0,0,0,0,0,0.02687
107985243,0,0,0.02922,0,0,0
400800,0,0.009949,0.009259,0,0,0
105371680,0,0,0,0,0,0
105371682,0,0,0,0,0,0
2494,0.007332,0.002796,0.01821,0.09182,0.005078,0
107985244,0,0,0.01175,0,0,0.009828
554279,0.01409,0.06448,0.03001,0.03309,0.02928,0.06277
23528,11.33,12.95,8.777,8.092,8.168,11.22
107985459,0,0,0,0,0,0
9928,0.06273,0.1148,0.1362,0.1856,0.0391,0.1028
83479,4.817,5.169,3.5,3.424,3.883,4.12
101929224,0.2171,0.1241,0.4044,0.5415,0.4792,0.4592
23271,14.19,14.87,14.69,11.71,11.82,13.21
2848,0.03334,0.07627,0.1065,0.03913,0.01732,0
107985245,0,0,0,0,0,0
55765,0.2934,0.2783,0.4723,0.8737,0.565,0.7139
647215,0.04371,0.09001,0.05585,0.01026,0.02725,0.04673
23046,62.29,80.82,72.08,69.05,63.61,65.04
101929305,1.428,1.815,0.965,3.708,2.754,2.581
779,2.719,4.076,1.506,2.333,2.435,2.619
647219,1.983,2.477,2.156,2.988,3.112,2.718
252839,51.67,53.62,52.91,49.48,54.57,49.53
91156,0.004856,0.009258,0.02757,0.0285,0.01177,0.007209
5317,2.977,1.665,1.928,4.648,3.911,3.341
101929326,0,0,0,0,0,0
7139,0.01296,0.07412,0.02759,0.1521,0,0.02309
3898,0.04561,0.03478,0.09711,0.5086,0.2053,0.2573
101929343,0.02147,0.02456,0,0.1764,0.1338,0.1148
7135,0.3987,0.2281,0.3967,0.5793,0.455,0.4862
101929367,0,0,0,0,0,0
23612,5.183,4.734,7.691,20.95,16.02,16.59
1465,5.95,7.632,7.307,10.64,7.604,8.081
107985246,0.2473,0.4506,0.2048,0.2957,0.1951,0.2162
376693,0.8285,1.046,0.8212,1.241,0.8904,1.018
89796,2.784,2.519,7.089,4.926,4.251,3.516
100873949,6.119,7.352,7.322,6.543,6.184,5.958
100847050,0,0,0,0,0,0
100302158,0.2171,0,0.2311,0.2548,0.2255,0.1933
55705,22.06,24.12,20.86,21.8,21.75,23.09
102466724,1.331,0.6092,0.5669,0.9377,1.106,0.4744
149345,11.17,12.98,15.04,14.17,14.69,15.14
25802,56.2,82.53,40.29,52.57,56.4,53.99
10440,19.23,22.84,17.99,18.16,17,18.03
109616993,0,0,0.1575,0,0,0
6051,15.33,18.73,16.07,17.47,14.75,16.68
112268254,0.3104,0.282,0.6124,0.5574,0.5027,0.4067
102723465,0.3604,0.3024,0.7931,0.5642,0.5742,0.4495
102465443,0,0,0.1881,0,0.1836,0.1574
1999,0.7402,0.4406,0.4934,0.6853,0.7753,0.579
105371684,0.09813,0.1684,0.1045,0.1152,0.1529,0.08741
9283,0.9721,0.6102,0.9876,0.5184,1.167,0.6758
105371683,0,0.05452,0.1015,0.05595,0,0.08491
127829,33.06,39.72,45.6,32.43,33.63,33.33
5778,0.004474,0.01024,0.02858,0.04202,0.01859,0.01594
148713,0.03901,0.03905,0.07787,0.03435,0.02533,0.03475
59352,0.003187,0.02552,0.08143,0.02245,0.003311,0.008517
101929388,0,0,0,0,0,0.01622
29089,5.058,5.811,6.387,5.706,4.64,5.188
4660,1.767,1.93,1.87,1.542,1.609,1.545
127833,0.2769,0.4025,0.2373,0.4069,0.2533,0.2793
105371686,0.3702,0.3573,0.2094,0.2445,0.3966,0.2473
10765,57.54,60.35,47.06,40.97,48.53,49.22
100506696,10.59,11.36,11.35,10.25,12.82,10.71
641515,0.7934,0.5834,0.543,0.8482,0.9273,0.6058
148709,2.005,1.959,1.447,1.273,1.511,1.364
5877,5.73,5.91,4.812,5.254,5.235,5.646
59349,23.61,24.53,23.58,21.46,22.17,21.91
51094,84.38,80.48,63.46,61.17,73.64,58.08
51706,40.67,41,32.75,31.38,36.42,30.44
100506747,0.02132,0.0122,0.0227,0,0.03323,0.01899
92703,20.99,21.89,22.34,19.2,19.25,18.3
8497,14.59,13.74,17.91,13.98,20.96,13.85
105371687,0.3274,0.6553,0.697,0.2882,0.5101,0.1458
4656,1.034,1.895,1.044,1.727,1.308,1.157
114004358,0.2668,0.4884,0.3598,0.4699,0.6006,0.3566
134,1.553,1.455,2.33,2.57,2.274,1.778
4608,0.03295,0.02513,0.05847,0.1934,0.1141,0.03914
1116,0.1029,0.17,0.4259,0.577,0.2969,0.5295
1118,0.008065,0.01845,0.008586,0.03787,0.008379,0.02155
100506775,0.02209,0,0.02352,0,0,0
730227,0.05828,0.05834,0.04654,0.03421,0.04541,0.0649
7832,15.48,18.42,13.91,23.24,16.31,21.59
2331,0,0.007762,0.08668,0.1434,0.6556,0.2478
102723529,0,0.01527,0,0,0,0
107985249,0,0,0,0,0,0
5549,1.333,0.8355,0.5859,2.588,1.442,1.791
26254,0.1465,0.2275,0.1003,0.3932,0.1848,0.3916
105371688,0.182,0.2198,0.2368,0.2255,0.2311,0.1081
493,29.41,21.86,19.63,21.96,24.4,17
677843,0.639,0,1.02,0.5626,0.6639,0.4269
84719,0.2346,0.2504,0.4328,0.2203,0.2437,0.1393
102723543,0.1885,0.1991,0.1853,0.1702,0.1808,0.155
54900,0.007704,0.004406,0.0123,0.004522,0.004002,0.01373
9877,28.72,32.98,28.13,28.48,27.5,28.88
100381270,3.806,3.91,3.866,4.633,3.983,4.642
6635,11.42,12.12,11.14,11.62,8.623,14.1
105371689,0.06405,0.09159,0.1193,0.0564,0.01664,0.02853
284573,0,0.01509,0.01404,0,0.0137,0
9580,1.18,1.417,2.643,1.133,0.8207,1.203
55224,9.47,11.48,11.78,11.45,9.971,10.95
101929441,1.525,1.745,1.794,1.832,1.437,1.896
5972,0.01366,0.1094,0.08725,0.03207,0.07095,0.06084
3814,0.1119,0.09598,0.02978,0.0985,0.02906,0.02491
127845,0.3159,0.2323,0.4564,0.4768,0.1641,0.4221
22874,6.539,9.098,7.209,6.235,6.102,7.374
127841,0.01548,0.01771,0.01648,0,0.03216,0
84919,15.18,16.14,14.52,14.48,13.43,14.49
5287,6.456,7.961,8.032,5.087,5.289,6.361
100189122,3.556,5.633,2.621,3.211,2.842,2.68
100189425,0.2735,0,0,0,0,0
4194,5.439,5.391,4.744,4.036,4.412,5.075
105371692,0.1962,0.2868,0.2725,0.3141,0.2024,0.2442
10446,17.22,27.52,16.96,24.6,16.12,25.19
105371693,0.4595,0.5735,0.2001,1.251,0.8029,0.7257
105371695,1.587,2.317,1.457,2.275,2.366,2.36
105371694,2.137,3.887,2.014,2.056,2.075,2.247
23114,12.23,10.06,14.36,12.61,13.94,8.716
6900,3.147,4.969,4.004,2.465,2.893,5.099
388730,4.003,3.91,4.98,3.872,3.442,3.592
5929,13.95,14.12,12.4,10.85,10.5,12.74
25778,10.62,11.83,9.512,9.768,9.015,10.51
9911,29.53,35.64,24.48,22.37,23.55,27.94
101929459,0.01249,0.03333,0.01772,0.01466,0.01297,0
81788,1.048,1.395,1.583,2.241,0.8937,1.959
55220,4.759,8.042,8.514,6.469,4.484,7.557
284576,0.1149,0.1807,0.1529,0.3962,0.2014,0.3646
105371698,0.08003,0.824,0.3408,1.127,0.291,0.4991
93273,2.679,5.345,4.586,9.934,5.202,8.853
101669762,3.817,6.855,4.665,15.23,8.089,15.83
442891,0.2059,0.942,0.8767,1.692,0.4277,2.017
284577,0.9274,1.144,1.142,0.6124,0.685,0.8842
100189098,0,0,0,0,0,0
5129,7.311,6.315,6.568,8.583,11.96,8.674
284578,1.521,1.088,0.9891,0.5258,0.9135,0.803
148808,4.448,3.558,3.458,2.403,3.006,2.393
2005,2.294,2.16,1.9,1.961,1.963,2.267
85414,0.4358,0.8421,0.4514,0.9816,0.3793,0.7711
105371701,0.1571,0.1283,0.04777,0.1317,0.1165,0.1399
64710,54.56,54.91,48.4,49.79,46.36,59.37
8934,2.026,1.378,3.457,2.834,2.615,2.547
105371702,0,0,0,0,0.02128,0
254428,16.04,17.19,13.89,16.3,16.54,16.63
148811,0.1015,0.1267,0.1179,0.2275,0.1534,0.1069
107985250,1.375,1.227,1.288,0,0,0.049
284581,3.007,3.612,3.313,0.02297,0.04744,0.04068
115019,0.004126,0.009439,0.03514,0.004843,0.01286,0.00735
103021296,0.6697,0.4391,0.5043,0.7383,0.5515,0.7275
103021295,1.119,0.7877,0.4582,1.01,0.8495,2.262
338382,1.54,1.261,1.208,2.056,1.398,1.998
1510,0,0,0.07616,0,0,0
440712,0,0,0.01686,0,0,0
105372857,0,0,0.02869,0,0.028,0.02401
553,0.007946,0.02273,0.04653,0.009328,0.02477,0.05663
105372869,0,0,0,0,0,0
105372873,0,0,0,0,0,0
729533,0.05847,0.1129,0.08949,0.133,0.07973,0.09441
23380,4.137,5.06,5.934,4.624,4.341,4.832
9641,0.2114,0.2037,0.3317,0.4964,0.2486,0.4411
102466202,0,0.3684,0,0,0,0
83593,0.2675,0.4485,0.7563,1.132,0.6038,1.003
1939,6.803,7.499,7.014,8.937,7.579,8.538
105372876,0.6796,1.276,1.02,0.7978,0.706,0.7295
8444,3.659,4.83,3.229,2.438,2.22,3.618
9261,19.75,31.91,21.06,21.29,18.84,23.19
105372877,0.01665,0.05078,0.02363,0.02605,0,0.01977
3586,0,0,0,0,0,0
29949,0,0,0,0,0,0
105372878,0,0,0,0,0,0
50604,0,0,0,0,0,0
105372879,0,0,0,0,0,0
11009,0,0,0,0,0,0.008815
9214,0.006532,0,0,0.01534,0.006786,0.005819
5284,0,0,0.004925,0.00543,0,0
83953,0,0,0,0,0,0
79098,0.01813,0.02074,0.0386,0.01703,0.0113,0.04845
107984109,0.1387,0.1586,0.2215,0.0814,0.07203,0.1235
55432,2.336,2.494,2.005,1.884,1.915,2.016
5208,2.315,2.088,2.036,1.76,1.678,1.448
725,0,0,0,0.02671,0,0
722,0,0,0,0,0,0.00749
107985251,0.015,0.0206,0.03514,0.01761,0.006235,0.01604
1604,1.145,1.418,1.194,1.095,0.7236,1.194
105372880,0,0,0,0,0,0
1380,0.01414,0.01078,0.01003,0.01106,0,0.02099
1378,0.001977,0.009044,0.004209,0.004641,0.004107,0.001761
1379,0.01092,0.01249,0.02325,0,0,0
4179,14.24,14.31,9.65,13.31,12.55,14.58
100128537,0.3371,0.4364,0.6611,0.4999,0.5438,0.403
407026,1.361,1.557,1.45,2.397,1.65,1.213
407025,0.2465,0.282,0.5249,0.5788,0.2561,0.2196
148696,0.004734,0.02166,0.0252,0.01667,0.02459,0.008434
947,0.009784,0.005596,0.01302,0.05743,0.002541,0.0414
107985253,0,0,0,0,0,0
105372883,0.004241,0.004852,0.009031,0.0249,0,0.007557
5362,2.625,3.378,6.16,4.799,4.698,4.397
105372887,0,0,0,0,0,0
105372884,0.006569,0,0.04895,0.03856,0.03412,0.01755
105372888,0.1023,0.05013,0.2333,0.12,0.1669,0.07808
105372889,0,0,0,0,0,0
107985460,0,0,0,0,0,0
107985254,0.04576,0,0,0.1074,0.009508,0.0163
105372891,0.0195,0.01275,0.005932,0.009811,0.005788,0.01489
105372892,0.004074,0.00466,0.004337,0,0,0.003629
105372893,0,0,0,0,0,0
107985255,0.02178,0,0.06955,0.05113,0,0
105372894,0,0,0,0,0,0
105372895,0,0,0,0,0,0
105372896,0,0,0,0,0,0
105372897,0,0,0,0,0,0
101929476,0,0,0,0,0,0
642587,0,0,0,0,0,0.07275
406988,0,0,0,0,0,0.1617
105372898,0.004403,0,0,0.005169,0,0
105372899,0,0,0,0,0,0
107985256,0.01526,0.01309,0.02031,0,0.01189,0.006796
57172,1.285,2.122,3.108,0.7228,1.248,1.408
3914,0.1057,0.09577,0.3331,0.1448,0.1373,0.1884
100422894,0.298,0.3409,0.3173,0,0.3096,0.2655
101930114,0.1815,0.08307,0.3479,0.1705,0.1509,0.09703
50486,1.687,3.103,3.252,1.177,1.539,1.767
3290,0,0,0.07035,0.04654,0.01373,0.02354
80342,0.1877,0.1854,0.1725,0.2153,0.1418,0.1558
148304,1.441,1.502,1.18,1.211,1.098,1.253
3664,0.1903,0.1469,0.07069,0.4573,0.1288,0.2051
27042,3.33,3.463,3.373,3.204,2.726,2.92
255928,0.5709,0.6187,0.588,0.618,0.5425,0.5699
574036,0.7396,1.088,0.8249,0.1654,0.6952,0.8157
56256,1.602,2.434,1.959,0.8559,1.468,1.789
107985257,0.05005,0.1527,0.05328,0.07834,0.06932,0.104
55733,2.181,2.067,1.377,2.185,2.398,2.463
3756,0.4568,0.299,0.3911,0.2046,0.8122,0.1762
105372901,0.07556,0.06174,0.09193,0.1901,0.08971,0.06731
100874296,0.06407,0,0.09095,0.02507,0.1331,0.03805
105372902,0.4066,0.5685,0.3848,0.5127,0.3755,0.6707
55758,8.657,9.175,8.08,6.775,7.383,7.587
7188,0.4628,0.5157,0.4594,0.6763,0.561,0.6098
107985258,0.1366,0.1302,0.2424,0.1604,0.2129,0.2231
84791,6.428,5.123,4.095,6.092,5.173,5.843
107985259,0.9259,0.6795,0.6696,0.7383,0.6353,0.6381
343035,131.5,137.8,84.68,112.2,129.2,98.92
107985261,0,0,0,0.02934,0.05193,0.02226
107985260,0.01297,0.02967,0.02761,0.01522,0,0
7779,5.032,4.865,3.615,4.722,4.203,4.292
105372903,0,0,0,0,0,0
105748977,0.02487,0,0,0,0.02583,0
4751,0.3474,0.5718,0.6879,0.6225,0.3103,0.6027
91548,0.08414,0.03208,0.04479,0.1811,0.07284,0.08744
105372904,0.1135,0.2596,0.1208,0.1332,0.3143,0.5053
9926,10.92,11.1,8.532,8.308,9.403,8.531
102723727,0.01357,0.07759,0.01444,0.01593,0,0.01208
25896,6.971,6.915,5.32,5.109,5.792,7.085
51514,0.2083,0.2674,0.3303,0.6087,0.1678,0.3938
100131205,19.65,16.06,17.09,23.32,21.74,21.75
100422947,0.2735,0,0,0,0,0.2437
101929541,0.219,0.551,0.4196,0.3341,0.2502,0.09752
5525,4.017,3.426,3.818,3.287,3.66,3.614
107985262,0.03836,0.02194,0,0.02252,0.01993,0
692157,0.6006,0.1718,0,0,0,0
55248,4.058,4.654,5.027,3.67,3.971,4.325
105372906,0.06827,0.5857,0.2544,0.2404,0.2482,0.4257
29937,34.23,39.18,41.17,40.87,38.73,37.95
105372907,0.07747,0.04431,0.06186,0.02274,0.04024,0.05176
105372908,0.05738,0,0,0,0.05961,0
101929565,0,0.1372,0,0.0704,0,0.1068
467,4.153,3.722,5.408,7.845,4.398,4.44
149647,0.02602,0.02977,0.02771,0.01018,0,0
102723761,0.008322,0.00476,0.00886,0,0,0.01112
55509,0.07578,0.13,0.2824,0.2076,0.1706,0.135
25936,1.849,2.139,1.893,1.578,1.625,1.694
128387,8.972,9.443,7.436,6.902,7.59,7.553
149643,0.2368,0.4514,0.3781,0.278,0.697,0.4922
642946,5.681,6.984,4.604,4.703,5.55,4.362
28982,4.212,4.822,3.848,3.552,3.758,4.213
79805,3.996,4.964,4.739,4.565,4.234,6.033
90806,5.946,5.85,5.014,4.758,5.107,5.31
26750,6.154,6.713,5.774,5.133,5.321,5.552
105372912,0.008162,0.01401,0,0.01437,0.00424,0
100505832,1.398,1.485,1.432,1.276,1.544,1.57
100861504,0.04191,0,0.05577,0.07379,0.05442,0.06533
5629,4.997,4.765,5.352,5.997,5.921,7.059
105372911,0.02528,0.05783,0.1346,0.05935,0.105,0.1576
56950,10.77,10.9,10.4,10.98,10.8,10.26
107985263,0.3195,0.4085,0.3902,0.3089,0.4296,0.3934
5784,0.5922,0.5816,0.7525,1.064,0.8305,0.8548
1063,0.7769,1.334,1.487,1.81,0.7174,1.295
105372916,0,0,0,0,0,0
105372915,0,0,0,0,0,0
3776,1.463,1.112,1.173,0.3985,0.8305,0.8825
105372919,0.9093,0.6801,1.191,0.6979,0.9083,0.9346
51133,18.65,20.85,18.92,16.22,17.67,18.45
7399,5.353,4.244,3.397,4.384,5.39,3.482
102723833,1.083,1.189,1.061,1.068,1.575,0.9261
105372918,0.01973,0.02257,0.02101,0.03475,0.0615,0
107985596,0,0,0.04348,0,0.04242,0
2104,4.386,4.553,3.236,3.502,3.744,3.629
107985461,0,0,0,0,0,0
105372920,0,0,0,0,0,0
55105,1.581,1.868,1.567,1.561,1.577,1.736
128153,0.5192,0.5637,0.4542,0.528,0.5188,0.4949
103752555,0.7132,0.8702,0.8099,0.6698,0.5433,0.72
100885798,0.01261,0.01442,0,0,0.1179,0
105372922,0.1782,0.08153,0.05059,0.02789,0.08639,0.02116
101929631,0.02311,0,0,0.01357,0,0
105372923,0.08915,0.102,0.09491,0,0.1235,0.02647
51018,1.954,2.1,1.957,1.729,1.681,1.861
728463,2.725,2.666,2.137,3.283,2.123,3.449
7042,5.175,5.425,3.966,6.583,5.881,8.13
103611157,1.356,1.267,0.6052,1.54,1.302,2.077
440714,0.02617,0,0.02786,0,0.08157,0.02331
105372924,0,0,0,0.02321,0,0
105372925,0.04538,0,0,0.05328,0.0943,0
643723,0.809,0.7572,0.4568,0.4749,0.6622,0.6661
127018,0.6102,0.5056,0.3822,0.466,0.5269,0.7082
107984018,0.007834,0.0224,0.00834,0.01379,0.02035,0.006978
102723886,0.05813,0.03325,0,0.1024,0,0.05179
107985272,0.01407,0.0161,0,0.03304,0,0.01254
643136,1.688,1.73,1.271,1.52,1.562,1.575
105372926,0,0.00341,0,0,0,0.005311
55532,0.06857,0.07583,0.1703,0.2388,0.1829,0.2118
107985281,0.08758,0.05009,0.04662,0.1542,0.1365,0.156
2058,58.72,61.55,47.4,52.31,47.9,49.5
10380,8.39,9.7,7.191,7.572,7.05,7.058
55699,32.81,31.64,26.01,26.67,28.41,30.77
105373475,0.08343,0.06363,0.1184,0.1306,0.05779,0
406997,0,0,0,0,0,0
406969,0,0,0,0,0,0
25782,16.59,17.11,15.6,14.33,14.86,14.15
100302234,0,0.2786,0.2593,0,0,0
677818,0,0.1744,0.1623,0,0,0
6791,1.507,1.769,1.203,1.54,1.836,1.18
105372929,0,0,0.01464,0,0,0
105372928,0,0.0228,0,0,0.0207,0
4139,7.173,6.92,7.71,6.147,6.681,6.054
79762,6.32,6.203,4.736,5.181,5.303,3.803
54996,1.12,1.261,1.314,1.244,0.9572,0.987
64757,1.88,2.216,1.799,1.827,1.931,2.062
106481171,0.1782,0.1784,0.2016,0.1438,0.3355,0.3572
101929730,0,0.02375,0,0,0,0
100873924,0.03547,0,0.03776,0.04164,0.03685,0.0316
3142,0.04463,0.08169,0.03801,0.04192,0.04637,0.03181
105372930,0,0,0,0,0,0
101929750,0.006307,0,0,0,0,0
107985296,0,0,0,0,0,0
105372932,0,0.03273,0,0,0,0
400804,0,0.02034,0.004733,0,0.01385,0.00792
105372934,0,0,0,0,0,0
107985462,0,0,0,0,0,0
105372937,0,0,0,0,0,0
11221,2.488,2.74,1.969,2.275,2.04,2.127
105372945,0,0.01206,0.01122,0.006188,0.01643,0
107985300,0,0.539,0,0,0,0
101929771,0,0,0,0.05542,0,0
105372950,0,0,0,0.155,0,0
110806276,0,0,0,0,0,0
107985307,0,0,0,0.1587,0,0
100189378,0,0,0,0,0,0
105372956,1.868,2.035,1.847,1.671,1.201,1.268
79802,0.3519,0.3608,0.4379,0.3595,0.2659,0.285
9015,1.431,1.8,1.426,1.41,1.526,1.517
100506161,2.966,2.796,2.268,2.329,2.083,2.233
107985318,0.192,0.2196,0.2044,0.09016,0.0399,0.2395
375056,14.45,17.35,13.28,12.41,12.63,11.91
64853,4.151,3.911,4.587,4.934,4.27,5.945
148362,4.6,4.859,3.771,4.186,4.201,5.431
400823,0.01079,0.004114,0,0,0.01121,0.003203
105372984,0.02976,0,0,0,0,0
84976,1.413,1.54,1.377,1.281,1.224,1.705
102724046,0.02031,0,0,0.02385,0,0
107985323,0,0,0,0,0.006883,0.005902
7100,0.335,0.6174,0.2338,0.4588,0.3944,0.378
55061,2.267,2.467,3.798,2.443,2.712,2.101
105373025,0,0,0,0,0,0
164127,0,0,0,0,0,0
105373034,0,0,0,0,0,0
388743,0.0105,0.04803,0.01676,0,0,0
105373281,0.0117,0.05356,0.02492,0.01374,0.02432,0
824,12.32,13.06,14.45,16.98,13.26,14.39
105373046,0.01582,0.0181,0.01685,0.03715,0.01644,0
105373041,0.2199,0.1509,0.5619,0.3614,0.2742,0.3134
7159,34.9,41.02,27.51,28.83,28.49,28.05
441124,1.531,1.535,1.84,2.283,1.619,1.871
100287497,2.318,2.059,1.856,1.709,1.823,1.485
105373061,0,0,0,0,0,0
105373056,0,0.02936,0.01366,0.01507,0,0.01143
23219,4.989,5.367,4.168,4.492,4.071,4.812
8560,10.85,10.6,9.561,10.69,9.044,12.05
101927143,0.02528,0.05783,0.08073,0.1187,0,0.06755
101927164,1.419,1.312,1.318,1.116,1.129,1.466
4931,6.363,7.389,6.163,5.985,5.38,5.976
100313769,0.5625,0.3217,0,0,0.2922,0
29097,7.244,7.56,5.635,6.595,6.256,7.388
80232,14.5,15.41,12.3,12.78,12.68,15.58
100616468,0.2349,0,0,0,0,0
149111,1.378,1.266,1.853,1.216,1.679,1.502
102723817,0.01531,0.01314,0.07336,0.004494,0.02784,0.00341
105373106,0.02068,0.01971,0.02568,0.01214,0.04297,0.01842
107985338,0.03137,0.02692,0.0835,0.04604,0,0
105373108,0,0.02167,0,0,0,0
105373109,0,0,0,0.03623,0,0
127602,0.2069,0.2313,0.2123,0.3088,0.2033,0.2818
3930,8.245,10.09,6.879,7.231,6.864,9.068
105373110,0,0.008799,0,0.02709,0.007991,0
55740,9.677,14.09,10.37,11.81,8.891,13.55
102723834,0,0,0,0.008653,0.007658,0
107985352,0,0,0,0,0,0
6726,67.73,80.95,57.89,60.59,58.84,71.27
2052,14.24,14.72,15.33,20.97,18.74,16.19
9725,3.056,2.855,2.47,3.609,2.893,2.765
10637,0.479,0.6041,1.059,0.6632,0.319,0.2626
29920,45.36,46.72,38.52,44.85,44.43,41.22
102466270,1.902,1.813,1.687,1.488,1.317,0.8471
7044,0.3268,0.5608,2.557,5.937,0.4414,1.448
163859,9.822,12.29,9.769,8.696,9.355,8.423
3020,147.4,180.4,144.7,141.9,130.8,155.9
105373113,0.6566,0.5957,0.7954,0.6379,0.6351,0.242
64746,15.97,18.42,15.83,15.43,14.52,13.47
107985353,15.71,17.2,16,15.42,14.82,11.46
101927247,0.05441,0.06224,0,0.06387,0,0
83881,0.1707,0.2412,0.1176,0.1061,0.08344,0.2236
286826,1.795,1.867,1.197,1.19,1.267,1.687
142,145.5,174,117.6,118.2,126.3,116.3
105373115,0,0,0,0,0,0
105373116,0,0.01774,0.01101,0.02427,0.01074,0.00921
375057,1.595,1.067,1.288,0.8231,1.065,0.5262
3707,0.344,0.3779,0.5225,1.082,0.4619,0.7279
100506443,0,0,0,0,0,0
105373117,0,0,0,0,0,0.004831
105373119,0.08408,0.04809,0,0.1481,0.1747,0.03745
5664,3.433,3.693,3.248,3.238,3.173,3.299
107985354,0.09319,0.07614,0.07086,0.1407,0.06915,0.07115
56997,7.441,9.022,8.186,6.502,6.745,6.991
105379282,0.04303,0.01641,0.05344,0.03788,0.02608,0.02236
8476,11.05,11.68,10.36,9.872,9.64,10.48
107985463,0,0,0,0,0,0
105373122,0.006047,0,0,0.0426,0.006283,0
339500,1.511,1.423,1.225,1.161,1.167,1.541
401983,0,0,0.0824,0,0,0
116841,8.514,9.189,8.932,8.626,8.285,8.417
65094,9.415,10.51,8.851,9.751,9.735,9.627
105373289,0.08443,0.08452,0.1348,0.1735,0.1316,0.09402
339501,0,0,0.03238,0,0,0
7483,0.0855,0.1614,0.2594,0.1757,0.2309,0.2171
100847072,0,0,0,0.2494,0,0
